poem_name, poem_content ,poet_name ,category
Modern Love Xxxv: It Is No Vulgar Nature ,It is no vulgar nature I have wived.|Secretive| sensitive| she takes a wound|Deep to her soul| as if the sense had swooned||And not a thought of vengeance had survived.|No confidences has she: but relief|Must come to one whose suffering is acute.|O have a care of natures that are mute!|They punish you in acts: their steps are brief.|What is she doing? What does she demand|From Providence or me? She is not one|Long to endure this torpidly| and shun|The drugs that crowd about a woman's hand.|At Forfeits during snow we played| and I|Must kiss her. 'Well performed!' I said: then she:|''Tis hardly worth the money| you agree?'|Save her? What for? To act this wedded lie!,Meredith George,nature
(d)  8 (Nature)  Eagle Eyes ,Dark smouldering eyes|Shiver ran up my spine|Seething anger inside|His eyes looked straight into mine|Minutes stretching wide|So majestic and acquiline|Frozen to the core| my body numb|His body taut| ready to spring|If the glass had not been there| I would've succumbed|Giving me a last look| he soared up spreading his wings,Ocean Tranquil,nature
Sonnet Xxv: O Why Should Nature ,O why should Nature niggardly restrain|That foreign nations relish not our tongue?|Else should my lines glide on the waves of Rhene|And crown the Pyrens with my living song.|But| bounded thus| to Scotland get you forth||Thence take you wing unto the Orcades;|There let my verse get glory in the North||Making my sighs to thaw the frozen seas;|And let the Bards within that Irish isle||To whom my Muse with fiery wing shall pass||Call back the stiff-neck'd rebels from exile||And mollify the slaught'ring Gallowglass;|And when my flowing numbers they rehearse||Let wolves and bears be charmed with my verse.,Drayton Michael,nature
Nature At Ease ,Sun glows at|The break of dawn.|Trees with outstretched hands|Flirt with the winds.|Embellished with|Pleasant sounds|From birds and the bees|It's Nature at ease.|(20 April|2006),here is,nature
Sonnet Xvi: In Nature Apt ,In nature apt to like when I did see|Beauties| which were of many carats fine||My boiling sprites did thither soon incline||And| Love| I thought that I was full of thee:|But finding not those restless flames in me||Which others said did make their souls to pine||I thought those babes of some pin's hurt did whine||By my love judging what love's pain might be.|But while I thus with this young lion played||Mine eyes (shall I say curst or blest?) beheld|Stella; now she is nam'd| need more be said?|In her sight I a lesson new have spell'd||I now hav learn'd Love right| and learn'd even so||As who by being poisoned doth poison know.,Sidney Philip,nature
Leave Nature To Nature ,Have you ever seen the offspring of a cross between a sheep and goat|Of the parents in the young one you can see a bit of both|With the physical appearance of a goat and sheep strange as that may appear|Born of an act of Nature and in Nature of stranger things one does hear.|And anything in Nature is never a strange thing|A cross between a starling and a myna has a pleasant song to sing|But when humans tamper with Nature 'tis there the wrong comes in|Though some with their degrees on natural science respect for their work do win.|On what happens within Nature humans should not have a say|And leave Nature to Nature she does things her own way|Some results of Nature may seem quite strange to see|But what happens within Nature happens naturally.|Humans do not tamper with Nature leave Nature to her own device|Every time we tamper with her for to pay there is some price|The mad cow disease is one example when meat and bone to cows was fed|Just one of the many bad results of humans tampering with Nature one might say enough said.,Duggan Francis,nature
A Wicking Tree     (Nature Nature Nature Nature) ,As the molecules expand in the warm air|The sap cells flow upward without a care|From the tighter root cells of the cold thawing ground|To the warmer branches is where they're bound|Then in the rain the cool upward side|Constricts to lift the branches to cause the rain to glide|Down the trunk to the roots where the sap is made|Because the warmer underside of the branch bows up with pride|And for all this the deciduous tree provides us shade|During the summer's hot tide|Then falls the air temp and the tree constricts|Sending the sap cells back into the ground|The warmer roots is where they will be found|During winter's chill while the trunk restricts|< br>|nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature,Yah) to,nature
Sonnet Vii: When Nature ,When Nature made her chief work| Stella's eyes||In color black why wrapp'd she beams so bright?|Would she in beamy black| like painter wise||Frame daintiest lustre| mix'd of shades and light?|Or did she else that sober hue devise||In object best to knit and strength our sight||Lest if no veil those brave gleams did disguise||They sun-like should more dazzle than delight?|Or would she her miraculous power show||That whereas black seems Beauty's contrary||She even if black doth make all beauties flow?|Both so and thus| she minding Love shoud be|Placed ever there| gave him this mourning weed||To honor all their deaths| who for her bleed.,Sidney Philip,nature
Your Relationship With Nature ,Your relationship with Nature speaks volumes about you|Do you only see Nature as a means to financial gain or are you one of those who|Love Nature for her beauty and love her wildlife and her trees|And her rivers| lakes and mountains and her fields and flowers and bees?|Your relationship with Nature tells of the sort of person that you are|Do you see Nature's protectors as those who have gone too far|In their dispute with the developer in their fight for every tree|If this be so you support the environmental vandals or so 'twould seem to me?|Your relationship with Nature about you more can say|Than all of your friends and enemies can or so 'twould seem that way|For your apathy to Nature tells of your inner strife|And your attitude to Nature is your attitude to life.|Your relationship with Nature says far more about you|Than anyone else of you can say as their words may not be true|For if you love Mother Nature and with her live in harmony|Then you are working for the good of all of humanity.,Duggan Francis,nature
Nature ,When the morning sun rises in the sky|When the new day is born as beautiful|When the dew drops rolls down the leaves|When the garden of flowers hugs the nature|and shower its fragrance and makes nature proud|When the trees leaves oxygen for mankind|starts dancing to the tune of wind|When the birds sits on top of the trees and|singing to the nature's choir with happiness|When the fauna in the jungle sets free to live proudly|When the stream water gurgles from the mountain|and when wet earth makes barren land fertile|When the farmers glorify the nature with happiness|and start to cultivate food for the nations|When the sun sets behind the green mountains|and the moon start to light the nation|When the nature forgets its vastness|Then the God show his creation on his earth.,Sathasivam Ravi,nature
Nature And God—i Neither Knew ,835|Nature and God—I neither knew|Yet Both so well knew me|They startled| like Executors|Of My identity.|Yet Neither told—that I could learn—|My Secret as secure|As Herschel's private interest|Or Mercury's affair—,Dickinson Emily,nature
The Golden Gift That Nature Did Thee Give ,The golden gift that Nature did thee give|To fasten friends and feed them at thy will|With form and favour| taught me to believe|How thou art made to show her greatest skill||Whose hidden virtues are not so unknown|But lively dooms might gather at the first:|Where beauty so her perfect seed hath sown|Of other graces follow needs there must.|Now certes| lady| since all this is true||That from above thy gifts are thus elect||Do not deface them then with fancies new||Nor change of minds let not thy mind infect||But mercy him| thy friend| that doth thee serve||Who seeks alway thine honour to preserve.,Howard Henry,nature
Nature Study ,(for Rona| Jeremy| Sam & Grace)|All the lizards are asleep--|perched pagodas with tiny triangular tiles||each milky lid a steamed-up window.|Inside| the heart repeats itself like a sleepy gong||summoning nothing to nothing.|In winter time| the zoo reverts to metaphor||God's poetry of boredom:|the cobra knits her Fair-Isle skin||rattlers titter over the same joke.|All of them endlessly finish spaghetti.|The python runs down like a spring||and time stops on some ancient Sabbath.|Pythagorean bees are shut inside the hive||which hymns and hums like Sunday chapel--|drowsy thoughts in a wrinkled brain.|The fire's gone out--|crocodiles lie like wet beams||cross-hatched by flames that no one can remember.|Grasshoppers shiver| chafe their limbs|and try to keep warm||crouching on their marks perpetually.|The African cricket is trussed like a cold chicken:|the sneeze of movement returns it to the same position||in the same body. There is no change.|The rumple-headed lion has nowhere to go|and snoozes in his grimy combinations.|A chaise lounge with missing castors||the walrus is stuck forever on his rock.|Sleepily| the seals play crib||scoring on their upper lips.|The chimps kill fleas and time||sewing nothing to nothing|Five o'clock--perhaps.|Vultures in their shabby Sunday suits|fidget with broken umbrellas||while the ape beats his breast|and yodels out repentance.|Their feet are an awful dream of bunions--|but the buffalo's brazil nut bugle-horns|can never sound reveille.,Raine Craig,nature
Nature Baby ,Nature Baby as free as a bird|Nature Baby not speaking a word|Nature Baby living day by day|Nature Baby always floating away. Feeling the soil around my feet|The sun rays beating down with heat|My being feeling like I'm not physically here|And when I look around I'm so much more aware. The energy keeps coming my way|As I buzz through life and play|Nature Baby being free|Nature Baby that is me|That is what is meant to be. Nature Baby gave the garden lots of love and energy|And now the gardens have surrounded me with beauty|And the heavenly scents from each flower in bloom|As we share the space within this big room. Nature Baby as free as a bird|Nature Baby not speaking a word.,Low (Julianna),nature
Nature ,Creamy pink flowers blossoming off orchard trees||Sweet smelling flowers with pollen to attract bees.|Everyday a new green leaf from a tree grows||With such speed the water in a river flows.|Snow-covered mountains| at great heights that people climb||Such creations are extremely hard to find|From the grains of sand to the vast deep oceans||To produce such amazing beauty| god must have made some kind of potion.,Dewan ~,nature
What Nature Brings ,Autumn leaves that turn to gold|Flowers that are bright and bold|Tremble in the cooling wind|Messages the autumn sends|Soon the winter storm so strong|We hope that it would not stay long|Now it's almost time to change|And the landscape soon will rearrange|Spring will come before we know|This will bring a winter thaw|And then spring| oh glorious spring|Isn't it exciting what nature brings?,Lott Marilyn,nature
The Enthusiast| Or The Lover Of Nature ,Ye green-rob'd Dryads| oft' at dusky Eve|By wondering Shepherds seen| to Forests brown||To unfrequented Meads| and pathless Wilds||Lead me from Gardens deckt with Art's vain Pomps.|Can gilt Alcoves| can Marble-mimic Gods||Parterres embroider'd| Obelisks| and Urns|Of high Relief; can the long| spreading Lake||Or Vista lessening to the Sight; can Stow|With all her Attic Fanes| such Raptures raise||As the Thrush-haunted Copse| where lightly leaps|The fearful Fawn the rustling Leaves along||And the brisk Squirrel sports from Bough to Bough||While from an hollow Oak the busy Bees|Hum drowsy Lullabies? The Bards of old||Fair Nature's Friends| sought such Retreats| to charm|Sweet Echo with their Songs; oft' too they met||In Summer Evenings| near sequester'd Bow'rs||Or Mountain-Nymph| or Muse| and eager learnt|The moral Strains she taught to mend Mankind.|As to a secret Grot Ægeria stole|With Patriot Numa| and in silent Night|Whisper'd him sacred Laws| he list'ning sat|Rapt with her virtuous Voice| old Tyber leant|Attentive on his Urn| and husht his Waves.|Rich in her weeping Country's Spoils Versailles|May boast a thousand Fountains| that can cast|The tortur'd Waters to the distant Heav'ns;|Yet let me choose some Pine-topt Precipice|Abrupt and shaggy| whence a foamy Stream||Like Anio| tumbling roars; or some bleak Heath||Where straggling stand the mournful Juniper||Or Yew-tree scath'd; while in clear Prospect round||From the Grove's Bosom Spires emerge| and Smoak|In bluish Wreaths ascends| ripe Harvests wave||Herds low| and Straw-rooft Cotts appear| and Streams|Beneath the Sun-beams twinkle -- The shrill Lark||That wakes the Wood-man to his early Task||Or love-sick Philomel| whose luscious Lays|Sooth lone Night-wanderers| the moaning Dove|Pitied by listening Milkmaid| far excell|The deep-mouth'd Viol| the Soul-lulling Lute||And Battle-breathing Trumpet. Artful Sounds!|That please not like the Choristers of Air||When first they hail th'Approach of laughing May.|Creative Titian| can thy vivid Strokes||Or thine| O graceful Raphael| dare to vie|With the rich Tints that paint the breathing Mead?|The thousand-colour'd Tulip| Violet's Bell|Snow-clad and meek| the Vermil-tinctur'd Rose||And golden Crocus? -- Yet with these the Maid||Phillis or Phoebe| at a Feast or Wake||Her jetty Locks enamels; fairer she||In Innocence and home-spun Vestments drest||Than if coerulean Sapphires at her Ears|Shone pendant| or a precious Diamond-Cross|Heav'd gently on her panting Bosom white.|Yon' Shepherd idly stretcht on the rude Rock||Listening to dashing Waves| and Sea-Mews Clang|High-hovering o'er his Head| who views beneath|The Dolphin dancing o'er the level Brine||Feels more true Bliss than the proud Ammiral||Amid his Vessels bright with burnish'd Gold|And silken Streamers| tho' his lordly Nod|Ten thousand War-worn Mariners revere.|And great Æneas gaz'd with more Delight|On the rough Mountain shagg'd with horrid Shades||(Where Cloud-compelling Jove| as Fancy dream'd||Descending shook his direful Ægis black)|Than if he enter'd the high Capitol|On golden Columns rear'd| a conquer'd World|Contributing to deck its stately Head:|More pleas'd he slept in poor Evander's Cott|On shaggy Skins| lull'd by sweet Nightingales||Than if a Nero| in an Age refin'd||Beneath a gorgeous Canopy had plac'd|His royal Guest| and bade his Minstrels sound|Soft slumb'rous Lydian Airs to sooth his Rest.|Happy the first of Men| ere yet confin'd|To smoaky Cities; who in sheltering Groves||Warm Caves| and deep-sunk Vallies liv'd and lov'd||By Cares unwounded; what the Sun and Showers||And genial Earth untillag'd could produce||They gather'd grateful| or the Acorn brown||Or blushing Berry; by the liquid Lapse|Of murm'ring Waters call'd to slake their Thirst||Or with fair Nymphs their Sun-brown Limbs to bathe;|With Nymphs who fondly clasp'd their fav'rite Youths||Unaw'd by Shame| beneath the Beechen Shade||Nor Wiles| nor artificial Coyness knew.|Then Doors and Walls were not; the melting Maid|Nor Frowns of Parents fear'd| nor Husband's Threats;|Nor had curs'd Gold their tender Hearts allur'd;|Then Beauty was not venal. Injur'd Love||O whither| God of Raptures| art thou fled?|While Avarice waves his golden Wand around||Abhorr'd Magician| and his costly Cup|Prepares with baneful Drugs| t'enchant the Souls|Of each low-thoughted Fair to wed for Gain.|What tho' unknown to those primæval Sires||The well-arch'd Dome| peopled with breathing Forms|By fair Italia's skilful Hand| unknown|The shapely Column| and the crumbling Busts|Of awful Ancestors in long Descent?|Yet why should Man mistaken deem it nobler|To dwell in Palaces| and high-rooft Halls||Than in God's Forests| Architect supreme!|Say| is the Persian Carpet| than the Field's|Or Meadow's Mantle gay| more richly wov'n';|Or softer to the Votaries of Ease||Than bladed Grass| perfum'd with dew-dropt Flow'rs?|O Taste corrupt! that Luxury and Pomp|In specious Names of polish'd Manners veil'd||Should proudly banish Nature's simple Charms.|Tho' the fierce North oft smote with Iron Whip|Their shiv'ring Limbs| tho' oft the bristly Boar|Or hungry Lion 'woke them with their Howls||And scar'd them from their Moss-grown Caves to rove||Houseless and cold in dark| tempestuous Nights;|Yet were not Myriads in embattled Fields|Swept off at once| nor had the raving Seas|O'erwhelm'd the foundering Bark| and helpless Crew;|In vain the glassy Ocean smil'd to tempt|The jolly Sailor| unsuspecting Harm||For Commerce was unknown. Then Want and Pine|Sunk to the Grave their fainting Limbs; but Us|Excess and endless Riot doom to die.|They cropt unweetingly| the poisonous Herb|But wiser we spontaneously provide|Rare powerful Roots| to quench Life's chearful Lamp.|What are the Lays of artful Addison||Coldly correct| to Shakespear's Warblings wild?|Whom on the winding Avon's willow'd Banks|Fair Fancy found| and bore the smiling Babe|To a close Cavern: (still the Shepherds shew|The sacred Place| whence with religious Awe|They hear| returning from the Field at Eve||Strange Whisperings of sweet Music thro' the Air)|Here| as with Honey gather'd from the Rock||She fed the little Prattler| and with Songs|Oft' sooth'd his wondering Ears| with deep Delight|On her soft Lap he sat| and caught the Sounds.|Oft' near some crowded City would I walk||Listening the far-off Noises| rattling Carrs||Loud Shouts of Joy| sad Shrieks of Sorrow| Knells|Full slowly tolling| Instruments of Trade||Striking mine Ears with one deep-swelling Hum.|Or wandering near the Sea| attend the Sounds|Of hollow Winds| and ever-beating Waves.|Ev'n when wild Tempests swallow up the Plains||And Boreas' Blasts| big Hail| and Rains combine|To shake the Groves and Mountains| would I sit||Pensively musing on th'outragious Crimes|That wake Heav'n's Vengeance: at such solemn Hours||Dæmons and Goblins thro' the dark Air shriek||While Hecat with her black-brow'd Sisters nine||Rides o'er the Earth| and scatters Woes and Deaths.|Then too| they say| in drear Ægyptian Wilds|The Lion and the Tiger prowl for Prey|With Roarings loud! the list'ning Traveller|Starts Fear-struck| while the hollow-echoing Vaults|Of Pyramids encrease the deathful Sounds.|But let me never fail in cloudless Nights||When silent Cynthia in her silver Car|Thro' the blue Concave slides| when shine the Hills||Twinkle the Streams| and Woods look tipt with Gold||To seek some level Mead| and there invoke|Old Midnight's Sister Contemplation sage||(Queen of the rugged Brow| and stern-fixt Eye)|To lift my Soul above this little Earth||This Folly-fetter'd World; to purge my Ears||That I may hear the rolling Planets Song||And tuneful-turning Spheres: If this debarr'd||The little Fayes that dance in neighbouring Dales||Sipping the Night-dew| while they laugh and love||Shall charm me with a‰rial Notes. -- As thus|I wander musing| lo| what awful Forms|Yonder appear! sharp-ey'd Philosophy|Clad in dun Robes| an Eagle on his Wrist||First meets my Eye; next| Virgin Solitude|Serene| who blushes at each Gazer's Sight;|Then Wisdom's hoary Head| with Crutch in Hand||Trembling| and bent with Age; last Virtue's self|Smiling| in White array'd| who with her leads|Fair Innocence| that prattles by her Side||A naked Boy! -- Harrass'd with Fear I stop||I gaze| when Virtue thus -- "Whoe'er thou art||"Mortal| by whom I deign to be beheld||"In these my Midnight-Walks; depart| and say|"That henceforth I and my immortal Train|"Forsake Britannia's Isle; who fondly stoops|"To Vice| her favourite Paramour." -- She spoke||And as she turn'd| her round and rosy Neck||Her flowing Train| and long| ambrosial Hair||Breathing rich Odours| I enamour'd view.|O who will bear me then to Western Climes||(Since Virtue leaves our wretched Land) to Shades|Yet unpolluted with Iberian Swords;|With simple Indian Swains| that I may hunt|The Boar and Tiger thro' Savannah's wild?|There fed on Dates and Herbs| would I despise|The far-fetch'd Cates of Luxury| and Hoards|Of narrow-hearted Avarice; nor heed|The distant Din of the tumultuous World.|So when rude Whirlwinds rouze the roaring Main||Beneath fair Thetis sits| in coral Caves||Serenely gay| nor sinking Sailors Cries|Disturb her sportive Nymphs| who round her form|The light fantastic Dance| or for her Hair|Weave rosy Crowns| or with according Lutes|Grace the soft Warbles of her honied Voice.,Warton Joseph,nature
Nature Does What Nature Does ,Either tortoises live long lives because they don’t hurry|or they don’t hurry because they live long lives.,Bakowski Peter,nature
Nature 1 ,Let us always remember||We don't own nature||Nature owns us.|We cannot govern nature||Nature governs us.|We cannot teach nature||Nature teaches us.|We cannot prod| prick or pain nature||Nature can meddle| mess or confuse us.|We cannot change the environment of nature||Nature can change the environment around us.|We cannot entirely destroy nature||Nature can destroy completely| any one of us.|Let us bow down in humility to worship nature.|A Sonnet,Menon Radhakrishna,nature
Nature ,I always thought||What is there in the nature?|Why everyone wants to be in the nature’s lap?|Where is the end of this nature?|Who has made this nature?|When will it destroy?|So one day||To find solution to these 5 w’s|Went away from pollution||And found a place||Behind a|Beautiful| huge| leafy|Tree|I spend just 15 minutes|In the green glory|And instead of having my answers with me||My questions took a new meaning.|Now I thought||What is not there in this nature?|Why some people doesn’t want to sit in the nature’s lap?|Why one wants to end this nature?|Who is destroying this nature?|Why will it destroy?,Chopra Eva,nature
Nature ,NATURE|Nature is the beautiful one|nature is for everyone’s fun|love it or hate it|it gives everything to everyone|nature is god's gift to everyone|Nature makes us|nature feeds us|god gave us nature|we can’t live without it so save nature,kumar vibhor,nature
A Neat Comet   (Nature Nature Nature Nature) ,A comet came with a large metal core|Racing ‘cross the heavens toward the sun it tore|It started to shed its frozen surface|Of gasses| vapors| and minerals it bore|A collection of time from deep out in space|Now littered its trail with cosmic waste|But as its course closed in too near|It parted the flux of the Heliosphere|Then out of the Sun's plasmatic sea|Leaped an enormous flare|That swiped the hare|A giant shock wave|From the forces that be|Gravity| centrifugal| and a nuclear blast|Sent the fuel supplier again on the chase|Back out to the heavens on a new pace|Flinging it further out into space|On a much longer run which might be its last|< br>|nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature,Yah) to,nature
Nature ,Nature is beautiful|Nature is enticing|Nature is fun and exciting|We can only love it's|wonderful diversity|stunning imagery and|panoramic scenery|Nature is god's gift|which we must cherish and protect|But in the name of development|We demolish and destroy it|Nature is tolerant|upto a point|beyond which nature retaliates|with floods| hurricanes and tsunamis|If we can't live in harmony with nature|We will perish for sure.,Lakhanigam Srinidhi,nature
Oh| How Silent Is The Nature ,Oh| how silent is the nature||It only looks and only hears||The people's spirit in a rapture|Clings to a freedom -- fast and fierce.|This planet will forget offences|Of him who trades| of him who kills||And| as in reminiscences||Druids will teach from greenish hills.|And| as in olden times| the poets|Will lead men's souls up to heights||Like Angel leads the dazzling comets|To a point| that is not in sight.,Gumilev Stepanovich,nature
Nature ,The sounds of nature tells us many things.|The sounds of nature are our teachers.|The sounds of nature are so soothing|Yet they can be terrifying.|How can we say what nature is?|What do we really know about nature?|So many questions we have asked.|So many have gone unanswered.|So what does the sound of nature means?|We shall never know.,teed philip,nature
Solar Furnace     (Nature Nature Nature Nature Nature Nature Nature Nature) ,Traveling through space|Wandering atom attracted|Varied acceleration race|Escape angle detracted|Eternal orbit|Solar towing plane subtracted|Rotating solar furnace smit|Molten surface reacted|Energy absorbed|Heat and pressure smelts|Atomic structure re-orbed|Fused elemental melts|Sinking in surface|Nuclear fusion increases|Instability its purpose|Critical mass point ceases|Finished compaction|Complete and udder chaos|Fission reaction|Energy potential a loss|Upward pressure builds|Super thick liquid belches|Volcanic eruption yields|Swiftly escaping elements|Particles and energy radiants|Massive gravity squelches|Only emitting radiance|< br>|fission > fusion > fission > fusion.....the cycle continues.....divide (energy given off)          > compact (energy absorbed| new fuel made)          > divide > compact.....God's efficient recycling.....Einstein smiled at the idiots!|< br>|nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature nature sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun sun weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather weather,Yah) to,nature
Nature 2 ,When the trees fall||When the rocks break||When the houses collapse||When the hills come tumbling down||When the people drown|When every stable structure|Wobbles| crumbles| crashes down||Nature is verily furious.|Nature is pointing a finger at man|No| no| don't interfere with me!,Menon Radhakrishna,nature
A Friend In Nature ,I've found a friend in nature|although nature could turn on me|if i'm out and about in a storm|and its lightning strikes me|if a tidal wave sweeps me far out to sea|or a poisonous snake takes a bite of me|if a tornado twirls me high into the sky|yes| the irony is that nature which|i find so enchanting|could one day cause my demise,Brigham Elizabeth,nature
Nature Defends ,Disasters aplenty| run-rampant today|Why? You may ask with look of dismay|What causes natural disasters you naively inquire|Mother earth fights for herself with water and fire|Defending with great winds and terrible quakes|Polar icecaps melting and pandemic outbreaks|She’s taken mankind’s abuse for hundreds of years|Exploited by amoral and depraved profiteers|She’s had more than enough| her patience grew thin|The wicked against her fight a war they won’t win|“I will burn them| flood them and shake them to bits”|Till the will of mankind bends and submits”|Mother Earth| made perfect by Gods Loving Hands|Created azure skies| blue waters| bountiful lands|Seeding water| land with life great and small|Providing bounteous food for one and for all|Why has mankind taken more than his God-Given share|Despoiled Earth Mother’s water| soil and polluted her air|The answer’s complex| not easy to voice|Only one word comes close| that word is “choice”|Poor choices| judgment in what mankind has done|Defiling their home with cruel aberration|So what must man do to set things right|He must love Mother Earth| stop causing such blight|Banish internal darkness| take in God’s Light|Reclaim his saneness| clear his eyesight|Restore duty-bound stewardship| regain command|Of oceans| skies and all expanses of land|No alternatives exist to these actions| as time has run out|Of this...|Earth Mother is certain with no exception or doubt|ROTMS,Lucero Ray,nature
Artistic Scene Of Nature ,Brillance|captures the aura of|natures picturesque horizon|basking in the autumn hues of|blazing horizontal line|Shades of gray form the stage for|this mystical beauty| while shades|of blue illuminate the skies||hidden in wait of early morn.|An awesome chance to gaze upon|Mother Natures artistic design.|Look!|Make it yours for all time.,Germain Melvina,nature
Mother Nature ,You claim my birth.|Why do I call you mother?|when your earthquakes rumble and shake the earth|when your fiery mouth gobbles up the forests and unsuspecting villagers|when you belch & engulf your children along your shores|when you loose your fury of fire & bury so many in homeless dust|when your tornadic winds grope furiously for trailers & all your children’s  things|when your wrath no limits knows and your water & oil do not mix|No mother do I know who lets her children thirst.|No mother do I know who burns her children’s skin.|No mother do I know who is so uncaring about who hungers or drowns.|You hold back your gifts & then let flood of such plenitude||So intent on giving birth and nothing more| with no regrets..|- Oct.10|2007,Gieske Ben,nature
