,Title,Poem,Poet,Tags
11,"
                    [lady in brown] ""de library waz right down from de trolly tracks""
                ","
     lady in brown 
de library waz right down from de trolly tracks
cross from de laundry-mat
thru de big shinin floors & granite pillars
ol st. louis is famous for
i found toussaint
but not til after months uv
cajun katie/ pippi longstockin
christopher robin/ eddie heyward & a pooh bear
in the children’s room
only pioneer girls & magic rabbits
& big city white boys
i knew i waznt sposedta
but i ran inta the ADULT READING ROOM
                   & came across
 
                       TOUSSAINT
 
                         my first blk man
(i never counted george washington carver
cuz i didnt like peanuts)
                           still
TOUSSAINT waz a blk man a negro like my mama say
who refused to be a slave
& he spoke french
& didnt low no white man to tell him nothin
                       not napolean
                       not maximillien
                       not robespierre
 
TOUSSAINT L’OUVERTURE
waz the beginnin uv reality for me
in the summer contest for
who colored child can read
15 books in three weeks
i won & raved abt TOUSSAINT L’OUVERTURE
at the afternoon ceremony
waz disqualified
                       cuz Toussaint
                         belonged in the ADULT READING ROOM
                             & i cried
& carried dead Touissant home in the book
he waz dead & livin to me
cuz TOUSSAINT & them
they held the citadel gainst the french
wid the spirits of ol dead africans from outta the ground
TOUSSAINT led they army of zombies
walkin cannon ball shootin spirits to free Haiti
& they waznt slaves no more
 
                              TOUSSAINT L’OUVERTURE
became my secret lover at the age of 8
i entertained him in my bedroom
widda flashlight under my covers
way inta the night/ we discussed strategies
how to remove white girls from my hopscotch games
& etc.
TOUSSAINT
waz laying in bed wit me next to raggedy ann
the night i decided to run away from my
                   integrated home
                       integrated street
                           integrated school
1955 waz not a good year for lil blk girls
 
Toussaint said ‘lets go to haiti’
i said ‘awright’
& packed some very important things in a brown paper bag
so i wdnt haveta come back
then Toussaint & i took the hodiamont streetcar
to the river
last stop
only 15¢
cuz there waznt nobody cd see Toussaint cept me
& we walked all down thru north st. louis
where the french settlers usedta live
in tiny brick houses all huddled together
wit barely missin windows & shingles uneven
wit colored kids playin & women on low porches sippin beer
 
i cd talk to Toussaint down by the river
like this waz where we waz gonna stow away
on a boat for new orleans
& catch a creole fishin-rig for port-au-prince
then we waz just gonna read & talk all the time
& eat fried bananas
                               we waz just walkin & skippin past ol drunk men
when dis ol young boy jumped out at me sayin
‘HEY GIRL YA BETTAH COME OVAH HEAH N TALK TO
ME’
well
i turned to TOUSSAINT (who waz furious)
& i shouted
‘ya silly old boy
ya bettah leave me alone
or TOUSSAINT’S gonna get yr ass’
de silly ol boy came round de corner laughin all in my face
‘yellah gal
ya sure must be somebody to know my name so quick’
i waz disgusted
& wanted to get on to haiti
widout some tacky ol boy botherin me
still he kept standin there
kickin milk cartons & bits of brick
tryin to get all in my business
                               i mumbled to L’OUVERTURE ‘what shd I do’
finally
i asked this silly ol boy
‘WELL WHO ARE YOU?’
he say
‘MY NAME IS TOUSSAINT JONES’
well
i looked right at him
those skidded out cordoroy pants
a striped teashirt wid holes in both elbows
a new scab over his left eye
& i said
                                 ‘what’s yr name again’
he say
‘i’m toussaint jones’
‘wow
i am on my way to see
TOUSSAINT L’OUVERTURE in HAITI
are ya any kin to him
he dont take no stuff from white folks
& they gotta country all they own
& there aint no slaves’
that silly ol boy squinted his face all up
looka heah girl
i am TOUSSAINT JONES
& i’m right heah lookin at ya
& i dont take no stuff from no white folks
ya dont see none round heah do ya?’
& he sorta pushed out his chest
then he say
‘come on       lets go on down to the docks
& look at the boats’
i waz real puzzled goin down to the docks
wit my paper bag & my books
i felt TOUSSAINT L’OUVERTURE sorta leave me
& i was sad
til i realized
TOUSSAINT JONES waznt too different
from TOUSSAINT L’OUVERTURE
cept the ol one waz in haiti
& this one wid me speakin english & eatin apples
yeah.
toussaint jones waz awright wit me
no tellin what all spirits we cd move
down by the river
st. louis 1955                               hey wait.
 
 
",Ntozake Shange,"Living,Youth,Love,First Love,Arts & Sciences,Reading & Books,Social Commentaries,History & Politics,Race & Ethnicity"
12,"
                    [lady in red] ""at 4:30 AM""
                ","
at 4:30 AM
she rose
movin the arms & legs that trapped her
she sighed affirmin the sculptured man
& made herself a bath
of dark musk oil egyptian crystals
& florida water to remove his smell
to wash away the glitter
to watch the butterflies melt into
suds & the rhinestones fall beneath
her buttocks like smooth pebbles
in a missouri creek
layin in water
she became herself
ordinary
brown braided woman
with big legs & full lips
reglar
seriously intendin to finish her
night’s work
she quickly walked to her guest
straddled on her pillows & began
 
 
                  ‘you’ll have to go now/ i’ve
                  a lot of work to do/ & i cant
                  with a man around/ here are yr pants/
                  there’s coffee on the stove/ its been
                  very nice/ but i cant see you again/
                  you got what you came for/ didnt you’
& she smiled
he wd either mumble curses bout crazy bitches
or sit dumbfounded
while she repeated
                  ‘i cdnt possibly wake up/ with
                   a strange man in my bed/ why
                   dont you go home’
she cda been slapped upside the head
or verbally challenged
but she never waz
& the ones who fell prey to the
dazzle of hips painted with
orange blossoms & magnolia scented wrists
had wanted no more
than to lay between her sparklin thighs
& had planned on leavin before dawn
& she had been so divine
devastatingly bizarre the way
her mouth fit round
& now she stood a
reglar colored girl
fulla the same malice
livid indifference as a sistah
worn from supportin a wd be hornplayer
or waitin by the window
                              & they knew
                              & left in a hurry
she wd gather her tinsel &
jewels from the tub
& laugh gayly or vengeful
she stored her silk roses by her bed
& when she finished writin
the account of her exploit in a diary
embroidered with lilies & moonstones
she placed the rose behind her ear
& cried herself to sleep.
 
",Ntozake Shange,"Love,Desire,Realistic & Complicated,Social Commentaries,Gender & Sexuality,Race & Ethnicity"
13,"
                    [lady in red] “there was no air / the sheets made ripples under his”
                ","
there was no air/ the sheets made ripples under his
body like crumpled paper napkins in a summer park/ & lil
specks of somethin from tween his toes or the biscuits
from the day before ran in the sweat that tucked the sheet
into his limbs like he was an ol frozen bundle of chicken/
& he’d get up to make coffee, drink wine, drink water/ he
wished one of his friends who knew where he waz wd come by
with some blow or some shit/ anything/ there was no air/
he’d see the spotlights in the alleyways downstairs movin
in the air/ cross his wall over his face/ & get under the
covers & wait for an all clear or till he cd hear traffic
again/
 
there waznt nothing wrong with him/ there waznt nothing wrong
with him/ he kept tellin crystal/
any niggah wanna kill vietnamese children more n stay home
& raise his own is sicker than a rabid dog/
that’s how their thing had been goin since he got back/
crystal just got inta sayin whatta fool niggah beau was
& always had been/ didnt he go all over uptown sayin the
child waznt his/ waz some no counts bastard/ & any ol city
police cd come & get him if they wanted/ cuz as soon as
the blood type & shit waz together/ everybody wd know that
crystal waz a no good lyin whore/ and this after she’d been
his girl since she waz thirteen/ when he caught her
on the stairway/
 
he came home crazy as hell/ he tried to get veterans benefits
to go to school & they kept right on puttin him in
remedial classes/ he cdnt read wortha damn/ so beau
cused the teachers of holdin him back & got himself
a gypsy cab to drive/ but his cab kept breakin
down/ & the cops was always messin wit him/ plus not
getting much bread/
 
& crystal went & got pregnant again/ beau most beat
her to death when she tol him/ she still gotta scar
under her right tit where he cut her up/ still crystal
went right on & had the baby/ so now beau willie had
two children / a little girl/ naomi kenya & a boy/ kwame beau
willie brown/ & there waz no air/
 
how in the hell did he get in this mess anyway/ somebody
went & tol crystal that beau was spendin alla his money
on the bartendin bitch down at the merry-go-round cafe/
beau sat straight up in the bed/ wrapped up in the sheets
lookin like john the baptist or a huge baby wit stubble
& nuts/ now he hadta get alla that shit outta crystal’s
mind/ so she wd let him come home/ crystal had gone &
got a court order saying beau willie brown had no access
to his children/ if he showed his face he waz subject
to arrest/ shit/ she’d been in his ass to marry her
since she was 14 years old & here when she was 22/ she wanna
throw him out cuz he say he’ll marry her/ she burst
out laughin/ hollerin whatchu wanna marry me for now/
so i can support yr
ass/ or come sit wit ya when they lock yr behind
up/ cause they gonna come for ya/ ya goddamn lunatic/
they gonna come/ & i’m not gonna have a thing to do
wit it/ o no i wdnt marry yr pitiful black ass for
nothing & she went on to bed/
 
the next day beau willie came in blasted & got ta swingin
chairs at crystal/ who cdnt figure out what the hell
he waz doin/ til he got ta shoutin bout how she waz gonna
marry him/ & get some more veterans benefits/ & he cd
stop drivin them crazy spics round/ while they tryin
to kill him for $15/ beau was sweatin terrible/ beatin
on crystal/ & he cdnt do no more with the table n chairs/
so he went to get the high chair/ & lil kwame waz in it/
& beau was beatin crystal with the high chair & her son/
& some notion got inta him to stop/ an he run out/
crystal most died/ that’s why the police wdnt low
beau near where she lived/ & she’d been tellin the kids
their daddy tried to kill her & kwame/ & he just wanted
to marry her/ that’s what/ he wanted to marry her/ &
have a family/ but the bitch waz crazy/ beau willie
waz sittin in this hotel in his drawers drinkin
coffee & wine in the heat of the day spillin shit all
over hisself/ laughin/ bout how we waz gonna get crystal
to take him back/ & let him be a man in the house/ & she
wdnt even have to go to work no more/ he got dressed
all up in his ivory shirt & checkered pants to go see
crystal & get this mess all cleared up/
he knocked on the door to crystal’s rooms/ & she
didnt answer/ he beat on the door & crystal & naomi
started cryin/ beau gotta shoutin again how he wanted
to marry her/ & waz she always gonna be a whore/ or
did she wanna husband/ & crystal just kept on
screamin for him to leave us alone/ just leave us
alone/ so beau broke the door down/ crystal held
the children in fronta her/ she picked kwame off the
floor/ in her arms/ & she held naomi by her shoulders/
& kept on sayin/ beau willie brown/ get outta here/
the police is gonna come for ya/ ya fool/ get outta here/
do you want the children to see you act the fool again
you want kwame to brain damage from you throwin him
round/ niggah/ get outta here/ get out & don’t show yr
ass again or i’ll kill ya/ i swear i’ll kill ya/
he reached for naomi/ crystal grabbed the lil girl &
stared at beau willie like he waz a leper or somethin/
dont you touch my children/ mothafucker/ or i’ll kill
you/
 
beau willie jumped back all humble & apologetic/ i’m
sorry/ i dont wanna hurt em/ i just wanna hold em &
get on my way/ i dont wanna cuz you no more trouble/
i wanted to marry you & give ya things
what you gonna give/ a broken jaw/ niggah get outta here/
he ignored crystal’s outburst & sat down motionin for
naomi to come to him/ she smiled back at her daddy/
crystal felt naomi givin in & held her tighter/
naomi/ pushed away & ran to her daddy/ crying/ daddy, daddy
come back daddy/ come back/ but be nice to mommy/
cause mommy loves you/ and ya gotta be nice/
he sat on his knee/ & played with her ribbons &
they counted fingers & toes/ every so often he
looked over to crystal holdin kwame/ like a statue/
& he’d say/ see crystal/ i can be a good father/
now let me see my son/ & she didn’t move/ &
he coaxed her & he coaxed her/ tol her she waz
still a hot lil ol thing & pretty & strong/ didnt
she get right up after that lil ol fight they had
& go back to work/ beau willie oozed kindness &
crystal who had known so lil/ let beau hold kwame/
 
as soon as crystal let the baby outta her arms/ beau
jumped up a laughin & a gigglin/ a hootin & a hollerin/
awright bitch/ awright bitch/ you gonna marry me/
you gonna marry me . . .
i aint gonna marry ya/ i aint ever gonna marry ya/
for nothin/ you gonna be in the jail/ you gonna be
under the jail for this/ now gimme my kids/ ya give
me back my kids/
 
he kicked the screen outta the window/ & held the kids
offa the sill/ you gonna marry me/ yeh, i’ll marry ya/
anything/ but bring the children back in the house/
he looked from where the kids were hangin from the
fifth story/ at alla the people screamin at him/ &
he started sweatin again/ say to alla the neighbors/
you gonna marry me/
 
i stood by beau in the window/ with naomi reachin
for me/ kwame screamin mommy mommy from the fifth
story/ but i cd only whisper/ & he dropped em
 
",Ntozake Shange,"Living,Marriage & Companionship,Relationships,Men & Women,Social Commentaries,Crime & Punishment,Gender & Sexuality,Race & Ethnicity"
14,"
                    ""Do You Have Any Advice For Those of Us Just Starting Out?""
                ","
Give up sitting dutifully at your desk. Leave
your house or apartment. Go out into the world.
 
It's all right to carry a notebook but a cheap
one is best, with pages the color of weak tea
and on the front a kitten or a space ship.
 
Avoid any enclosed space where more than
three people are wearing turtlenecks. Beware
any snow-covered chalet with deer tracks
across the muffled tennis courts.
 
Not surprisingly, libraries are a good place to write.
And the perfect place in a library is near an aisle
where a child a year or two old is playing as his
mother browses the ranks of the dead.
 
Often he will pull books from the bottom shelf.
The title, the author's name, the brooding photo
on the flap mean nothing. Red book on black, gray
book on brown, he builds a tower. And the higher
it gets, the wider he grins.
 
You who asked for advice, listen: When the tower
falls, be like that child. Laugh so loud everybody
in the world frowns and says, ""Shhhh.""
 
Then start again.
 
",Ron Koertge,"Arts & Sciences,Poetry & Poets"
15,"
                    Sanctuary Stairs
                ","
                            I gather her head up in my sweater
                                         and we crouch here  
               some dried ketchup where her lip turns down
                            a light crust of dirt on one eyebrow       
 
                  the concrete stained and worn          
                            surprise rain splattered in the gap
                    between here and the parking lot
                                  our socks are wet       
 
                                         our feet itch
                        then her cough started  
it’s going to be ok we can hide her for a minute
                         her damp head soaks the wool
        the corners reek of urine
                      we do a sober trick
                                   my body now a cradle     
 
         her hair touches my wrist
 
she trembles down to her cavity
                        a cough we love
the careless future emerges from it
                        shaking like a star bracelet with elastic
                                                 in this other country
                        the contradictory music of our tears
 
                                      what do wandering souls find
                         to live in here
                                        what warm skin
 
                             in this stairwell
                                     the air is cold
     
                            the earth moves
                   one bug survives
 
             beyond their law
                       
                          three of us hunched
      up like a heaps of wet wool
             in the leaky crook of a stair
 
you heard about us somewhere
 
    
",Jared Stanley,"Living,Parenthood,Relationships,Family & Ancestors,Nature,Weather"
16,"
                    Time Traveler’s Haibun: 1989
                ","
In the grassy space between the wings of the elementary school and the trailers housing the fifth grade’s overflow classrooms, girls flip their hair in imitation of Cindy Crawford, sing Iko Iko. None of you know what it means or where the song comes from.
It’s honor-roll season, a time of outings to TCBY and Outback Steakhouse. Your mother warns you against filling up on bread, but it’s hard to resist the little brown loaves brought warm to the table with soft butter – a luxury that cannot be imagined at home, with its always-refrigerated margarine and Pepperidge Farm sandwich loaves.
Everyone knows what’s popular but nobody knows how to act. At ten, you lack any context. The world swims before you, and it constantly stings. Its favorite barb: “everybody knows that.”
Beyond the grassy space of girls is more grass, a quarter-mile loop of track, a church with a painfully white spire, a fence, and a neighborhood maybe a little less nice than yours, crammed between the school and busy Great Neck Road. The fence is of chain link, instead of wooden slats. That’s how you know about the niceness – that and the something hard, like a grain of sand, you feel in your mother’s voice, when she takes you to the school’s Spring Fling, where you win another goldfish. They always die, but you’re getting better. Now, it takes a while.Loblollies shiverIn May heat. The world’s ending.The world’s a mirage.
 
",Maureen Thorson,"Living,Youth,Activities,School & Learning,Social Commentaries,Class,Gender & Sexuality"
17,"
                    A Palestinian Might Say
                ","
What?
You don’t feel at home in your country,
almost overnight?
All the simple things
you cared about,
maybe took for granted. . .
you feel
insulted, invisible?
Almost as if you’re not there?
But you’re there.
Where before you mingled freely. . .
appreciated people who weren’t
just like you. . .
divisions grow stronger.
That’s what “chosen” and “unchosen” will do.
(Just keep your eyes on your houses and gardens.
Keep your eyes on that tree in bloom.)
Yes, a wall. Ours came later but. . .
who talks about how sad the land looks,
marked by a massive wall?
That’s not a normal shadow.
It’s something else looming over your lives.
 
",Naomi Shihab Nye,"Nature,Landscapes & Pastorals,Social Commentaries,History & Politics,Race & Ethnicity,War & Conflict"
18,"
                    Elementary
                ","
At the 100-year-old National Elk Refuge
near Jackson Hole, we might ask,How long does an elk live?Who’s an old elk here? 
 
We’d like to spend time
with an elder elk please.
Tell us how to balance our lives
on this hard edge of human mean,
mean temperatures, what we do and don’t
want to mean.
 
Closing the door
to the news will only make you
stupid, snapped my friend
who wanted everyone to know as much
as she did. I’m hiding in old school books
with information we never used yet.
Before I drove, before I flew,
before the principal went to jail.
Sinking my eyes into tall wooden
window sashes, dreaming of light
arriving from far reaches,
our teacher as shepherds,
school a vessel of golden hope,
you could lift your daily lesson
in front of your eyes,
stare hard and think,
this will take me
somewhere. O histories of India,
geological formations of Australia,
ancient poetries of China, Japan,
someday we will be aligned in a place
of wisdom, together.
 
Red deer, wapiti, running elk rising
above yellow meadows at sundown.
An elk bows her head. In the company
of other elk, she feels at home.
And we are lost on the horizon now,
clumsy humanity,
deeper into the next century than we
can even believe,
and they will not speak to us.
 
",Naomi Shihab Nye,"Living,Time & Brevity,Activities,School & Learning,Nature,Animals"
19,"
                    Morning Song
                ","



For Janna



The tiny journalist
will tell us what she sees.
 
Document the moves, the dust,
soldiers blocking the road.
 
Yes, she knows how to take a picture
with her phone. Holds it high
 
like a balloon. Yes, she would
prefer to dance and play,
 
would prefer the world
to be pink. It is her job to say
 
what she sees, what is happening.
From her vantage point everything
 
is huge—but don’t look down on her.
She’s bigger than you are.
 
If you stomp her garden
each leaf expands its view.
 
Don’t hide what you do.
She sees you at 2 a.m. adjusting your
 
impenetrable vest.
What could she have
 
that you want? Her treasures,
thing shiny buttons her grandmother loved.
 
Her cousin, her uncle.There might have been a shirt. . .
 
The tiny journalist notices
action on far away roads
 
farther even than the next village.
She takes counsel from bugs so
 
puffs of dust find her first.Could that be a friend? 
 They pretended not to see us.They came at night with weapons. 
 What was our crime? That we likedrespect as they do? That we have pride? 
 
She stares through a hole in the fence,
barricade of words and wire,
 
feels the rising fire
before anyone strikes a match.
 
She has a better idea.
",Naomi Shihab Nye,"Living,Youth,Activities,Jobs & Working,Social Commentaries,History & Politics,War & Conflict"
20,"
                    My Wisdom
                ","
When people have a lot
they want more
 
When people have nothing
they will happily share it
 
*
 
Some people say
never getting your way
builds character
By now our character must be
deep and wide as a continent
Africa, Australia
giant cascade of stars
spilling over our huge night
 
*
 
Where did the power go?
Did it enjoy its break?
Is power exhausted?
What is real power?
Who really has power?
Did the generator break?
Do we imagine silence
more powerful because
it might contain everything?
Quiet always lives
inside noise.
But does it get much done?
 
*
 
Silence waits
for truth to break it
 
*
 
Calendars can weep too
They want us to have better days
 
*
 
Welcome to every minute
Feel lucky you’re still in it
 
*
 
No bird builds a wall
 
*
 
Sky purse
     jingling
           change
 
*
 
Won’t give up
our hopes
            for anything!
 
*
 
Not your fault
You didn’t make the world
 
*
 
How dare this go on and on?
cried the person who believed in praying
God willing     God willing        God willing
There were others who prayed
   to ruins & stumps
 
*
 
Open palms
     hold more
 
*
 
Refuse to give
   mistakes
      too much power
 
 
*
Annoying person?
Person who told me to stay home
and do what other girls do?
If you disappeared
I still might miss you
 
*
 
Babies want to help us
They laugh
for no reason
 
*
 
Pay close attention to
a drop of water
on the kitchen table
 
*
 
You cannot say one word about religion
and exclude Ahmad
 
",Naomi Shihab Nye,"Living,The Mind,Religion,Arts & Sciences,Language & Linguistics,Social Commentaries,History & Politics,War & Conflict"
21,"
                    You Are Your Own State Department
                ","
Each day I miss Japanese precision. Trying to arrange things
   the way they would. I miss the call to prayer
at Sharjah, the large collective pause. Or
the shy strawberry vendor with rickety wooden cart,
single small lightbulb pointed at a mound of berries.
   In one of China’s great cities, before dawn.
 
      Forever I miss my Arab father’s way with mint leaves
    floating in a cup of sugared tea—his delicate hands
arranging rinsed figs on a plate. What have we here?
    said the wolf in the children’s story
stumbling upon people doing kind, small things.
    Is this small monster one of us?
 
When your country does not feel cozy, what do you do?
       Teresa walks more now, to feel closer to her
ground. If destination within two miles, she must
    hike or take the bus. Carries apples,
          extra bottles of chilled water to give away.
Kim makes one positive move a day for someone else.
I’m reading letters the ancestors wrote after arriving
       in the land of freedom, words in perfect English script. . .
describing gifts they gave one another for Christmas.
     Even the listing seems oddly civilized,
these 1906 Germans. . . hand-stitched embroideries for dressertops. Bow ties. Slippers, parlor croquet, gold ring, “pretty            inkwell.” 
 
How they comforted themselves! A giant roast
     made them feel more at home.
            Posthumous medals of honor for
     coming, continuing––could we do that?
And where would we go?
         My father’s hope for Palestine
stitching my bones, “no one wakes up and
        dreams of fighting around the house”—
 
somebody soon the steady eyes of children in Gaza,
     yearning for a little extra electricity
to cool their lemons and cantaloupes, will be known.
              Yes?
    We talked for two hours via Google Chat,
they did not complain once. Discussing stories,
       books, families, a character who does
                 what you might do.
Meanwhile secret diplomats are what we must be,
   as a girl in Qatar once assured me,
       each day slipping its blank visa into our hands.
 
",Naomi Shihab Nye,"Relationships,Family & Ancestors,Social Commentaries,History & Politics,War & Conflict"
22,,,,
23,"
                    All Thirst Quenched
                ","



for my granddaughter, Wahcawin



I didn’t want to scold the sky that year, but
 Grandma’s words taunted my senses. If there
is a thirst, then you need to pity the flowers
 
in a loud voice. Ask the frogs why they are
being punished, stomp on the ground and talk
to the dried clay about cracking open the earth.
 
I know challenging the storm is risky. “Last
but not least, burn cedar and pray the lightning
doesn’t strike your town.” That night, the stars
 
disappeared, so did the birds. Perhaps it was
the season for rain or the dance. In the western
distance, we thought we heard cannon blasts,
 
looking over we watched the horizon fill with
lightning strikes. Rain couldn’t pour hard enough
over the thirsty plain. Accompanying clouds,
 
called to thunder’s voice in extreme decimals
requesting all the water heaven could send forth,
to come. Rain and more rain filled empty stream
 
bottoms. Rivers who had pulled their dry banks
farther and farther from their center begged for
a drink to startle dusty beds with a flooding roar.
 
Lives in dormant places begin to stir and awaken.
 The lives of water beings, those that swim, the
ones that hop, and the ones that fly, begin to stir.
 
That year all thirst was quenched.
 
",Lois Red Elk,"Relationships,Family & Ancestors,Nature,Weather"
24,"
                    Game
                ","
Tracks are all that define these voices,
hungry lives pulsing sacred ground.
We are a journey of distressed shapes,
red essence on parchment, occupying a life.
We look for the fated four-legged that paced
this way, a tested and well-worn path
among storms, mud, into this shared hidden
brush. Coyote, slipping by through old
winter grass, warns in a pagan tongue,
licking after our scent. We pick up pace,
tighten our careless reins, snap back at the
yellow-eyed clown with throat hunger,
that gnawing bone that drives us on. Quieted,
we hear the heart beating. A desperate breath
crashes through dry branches, a silhouette
give away. In an instant we let go
of weapons and invite a quick death. We
watch our knives glistening. Obsidian
works for us. What image of blood on flesh,
odor of iron. A vermilion sun heavy with
spring looks upon reflections of death
in hard visions, our favorable hunt—
whitetail not quick enough for downwind
lessons. Our horses burdened, deer shadows
left on landscape, we push forward.
These tracks ours now. Game will heal all.
Our offspring dance, Grandmother prepares a
fire and sharpens another knife. During the
feast we thank any god absent from our table.
",Lois Red Elk,"Activities,Eating & Drinking,Sports & Outdoor Activities,Nature,Animals,Religion,God & the Divine"
25,"
                    The Knife Wearer
                ","
This morning we found ourselves skinning a deer,
cutting meat, hanging some to dry and packaging
some for the freezer. It was the dogs late last night
 
that set off a howling, the unexpected smell of fresh
blood floating down the block, then a familiar car
horn honking in the driveway. My nephew and his
 
friends were hunting and brought us a deer. Mother
always said, “Cut up the meat right away, don’t let
it sit.” I look at a front quarter, a hole filled with
 
coagulated blood. Grandma says not to eat the part
next to the wound, “Cut it out; offer it to the earth for
healing, a sacrifice to remember the hungering spirits.”
 
Auntie says to save the muscle along the back strap,
“It makes good thread.” I carefully learned the exact
place to cut the joints so the bones separate easily.
 
Mother said that is important—“It means you are a
thoughtful person.” Auntie is at the door waiting for
a roast. “An elder takes the first piece,” she reminded.
 
Mom tells me to save the hooves for her. She wants
to make a bone game for the new grandchild, wants
him to be patient and skillful. I boil the hoofs with
 
sage, find the little toe-bones for her. My hands begin
to ache from the work, I soak them in warm water
and start again. I admire the placement of tendons
 
on the deer shoulders, no joints, just the crisscrossing
of muscle. Grandma says, “That’s why your dad called
them jumpers, they bounce off the strength of their
 
flexing muscles.” Late at night Mom helps me stake
out the hide. My back hurts; my feet feel like I’ve
been walking on rocks all day. I want to complain,
 
but Mom catches the look in my eyes. She says to me,
“When you get dressed for the dance this weekend,
you will proudly wear your beautiful beaded dress,
 
your beaded leggings and moccasins, and last, but not
least, you will put on your beaded belt, and attached
you will wear your sharp knife and quilled knife sheath
 
because of what you have done this day.”
 
",Lois Red Elk,"Activities,Jobs & Working,Relationships,Family & Ancestors,Nature,Animals"
