,Title,Poem,Poet,Tags
184,"
                    Outshines Its Canopy of  Intent
                ","
We were up late and everyone had been drinking, and someone said, Hey, is that God’s
head on the boil?
We didn’t know where to look or what to think, it was obviously some sort of perverse
joke, or not, right?
And the conversation went on for days, sober, drunk, asleep, awake, what did it matter?
Some of us felt the real time was for something, but what?
And the questions kept coming, once they started, my favorite one being two strung
together, What makes art “modern” and what does “urgent” mean now?
Where was the greater good? That was another one bandied about,
followed by Where was the common tent? which gave a feeling of empathy for a minute
and then grief because, well, where was it?
Will you arm, hoard seeds, go hungry? Those terrified me because, after all, who will
repair things when the end is pale or dark?
Where will you hide out
when capital runs out, when water? Which will be greater, the heat or the cold?
Wait, did God’s boiling head just say something? Cry out Go to hell from a giant lobster
pot? Tantalizing us with where to go next?
Are phosphorescent lamps to mark escape paths?
Not that it’s not a great party, but whose place is this? Igniting
quail in banana leaves, sons bandaged, who invited us?
Why are the emerald bleeding and the ivory weeping? (Lower the freaking music.)
Does anyone have the time?
",Jane Miller,"Living,Life Choices,Religion,God & the Divine,Social Commentaries,History & Politics"
185,"
                    yasmeen
                ","
i was born
at the rupture the root where
i split from my parallel self  i split from
the girl i also could have been
& her name / easy / i know the story
all her life / my mother wanted
a girl named for a flower
whose oil scents all
our mothers /
petals wrung
for their perfume
i was planted
land became ocean became land anew
its shape refusing root in my fallow mouth
cleaving my life neatly
& my name / taken from a dead woman
to remember / to fill an aperture with
cut jasmine in a bowl
our longing
our mothers’
wilting
garlands hanging from our necks
",Safia Elhillo,"Living,Sorrow & Grieving,Relationships,Family & Ancestors,Nature,Trees & Flowers"
186,"
                    The Playwright’s Daughter
                ","
I was one year old when my nanny went away
leaving no memory of a face that watched,
arms that held, hands that fed and cleaned me,
left no record of her voice or name. My father
died, leaving wisps of pipe smoke for a memory.
My mother went away to write in London,
left me at her home place, Ballyrankin,
a sheltered farm in the Slaney river valley.
I listened to stories from a paralyzed aunt
sitting among sleepy dogs next to the fire.
Statia cooked every day for the dining room,
churned butter, gave sugared bread to me and
her child Bernie, fed outside men in dirty boots
and greasy caps in her stone-flagged kitchen that
smelt of damp clothes, roasting meat, and cake.
I fished for minnows in Shillelagh stream under ash trees
where filtered sunlight made pools of silver water.
On one side horses grazed and swished
their tails at flies, on the far side cows rubbed
their backs against low beech tree branches.
My mother went away to hospital, left me with
English neighbors, the Smythe Vigours’
hairy legs banged on passage floorboards,
my bedroom filled with evening sun.
They warned against crying. I cried louder.
They took my pearl pink rosary beads given
to me by a monk from a mountain monastery.
He told me Holy Mary answered children’s prayers.
A protestant child, I didn’t know the words, but I knew
she’d hear me if I could catch the sunlight on her beads.
",Virginia Keane,"Living,Youth,Relationships,Family & Ancestors,Religion,Christianity"
187,"
                    The Rule
                ","
1
Father trellis of my voice (or noose) abruptly vanished — 2
I wear this razory fishhook
of crucifix.
Look.
How it helps me
keep my head
down,
down with shame,
the glory
and shame
see this frail weightless chain:
there is another
like it.
Sometimes
my neck feels
like it’s
breaking — 
It hangs right here
near the heart’s
hidden room
where a table is set for me
not
a dark bar.
No more
that pointless horror.
Weightless frail
chain
massive iron
seaweed and
barnacle-bearded anchor — 
You may peek from your door toward dawn
and see me attempting to make it
to the end of the hallway
to the restroom
bent double,
gasping
for air in small sips
but I will be there, table set
for three,
the unseen
host, then me
there to meet my own
glorified body
who does resemble me
in a vague way,
but is not particularly radiant
or splendid: he is ugly,
as though he had been crying all his life
that can’t be my soul
people scream
when they first see it
",Franz Wright,"Religion,Christianity,The Spiritual"
188,"
                    Petard
                ","
1
We hoped to see things as they are
by which we meant without us.
We thought once we stripped away
smell, taste, color — 
anything improper — 
leaving only location
and number,
the thing
would be naked
on the teeter-totter
of an equation.2
Then Archimedes
told another one.
If I had a long enough lever
and a fulcrum,
I’d get a high
resolution image
of objectified bodies
and hoist myself
on my own petard.
",Rae Armantrout,"Arts & Sciences,Philosophy,Sciences"
189,"
                    Object Permanence
                ","
For the time being
an ampersand is a boy
clutching his knees
to his chest as art.
On high, the god of form
wears a face on each wrist.
Only a god can take and give
time, but the one in front of
the gun lasts forever",Alison C. Rollins,"Living,Death,The Body,Youth,Religion,The Spiritual,Arts & Sciences,Language & Linguistics,Social Commentaries,Crime & Punishment"
190,"
                    The Pacific
                ","
There were no road rails.
I remember no road rails and the death depth off the cliffs
we motored along.
I remember speed in a parched Chevy clunker that could not have sped,
and bench seats, and no buckles, and bare thighs peeling off faux leather
at every hairpin. Every elevated canyon mile was a feat
but a breath of less slickened air too, less cog and fume — 
a winding away from
the wavering, sea-leg steam off blinding sidewalks,
infinite sidewalks and other shoeless kids
kicking rusted palm leaves outside infinite apartment complexes. Away from
our corner
of the valley of concrete corners, of
no evidence of valley besides boulders stacked in the distance of every vista.
The driver was a stranger, was my mother after my whole life had passed
with stranger after stranger,
was my mother after seven years, and me at seven years
with her driving that snuff-colored Nova from her blinding valley not a valley — 
through Laurel, Topanga, Malibu
canyons all the way to some fantastic, to her beloved
blue — eucalyptus
choking local growth the whole trek. And the cooling air as we  efforted west,
and the jolt of a castle, The Castle,
in a distant crook of a range that hid the slate of the ocean,
made me want to stop moving
but not stop here. I remember hoping
to find hermit crabs the size of the mole on my right side chin.
And if I tethered them to a stick they’d line up by mass and trade shells, find homes
that fit. And there’d be one left without, one torn out. A book said
a scientist leaned into wet sand, watched a torn crab die
in the beak of a gull. I can’t remember if I saw that death or read it.  I remember
watching a wrong castle tucked into a wrong mountain notch on the chin of the sky,
like the hermit mole on my chin
if my face were the sky. “It’s a beauty mark,”
my mother had said, “Don’t pick at it.” I eyed that smoking stranger at the wheel
and dug my nail in
as the Pacific swelled into view that first time.
",Jennifer Jean,"Living,Separation & Divorce,Youth,Relationships,Family & Ancestors,Nature,Seas, Rivers, & Streams"
191,"
                    Shame Helps
                ","
A sudden not-breeze fills the air.
Two men dressed in corduroy approach, one pulling a boat.
A boat of agony.
Heigh-ho. Greeting. Greeting.
Fleeting smile, both. The word smile left on the faces of the fourth wall.
How to read that?
The optic nerve gets it up.
What has been done weighs the heigh.
The smarter of the men has a dollar hanging from a pocket.
Acquisitive or generous?
Balance implies a man out of sight line removing his shoes.
Why a man? is the question.
The philosopher in the second row wants to punch the usher.
Such restraint stupefies the audience into paradoxical sleep.
They worry but their eyeballs still roll.
And if the heavens help with a hole in the roof above the lights: drip, drip,
the two men look to the exit, shamed, unwilling to follow one or the other without a speech.Let us bury Caesar.
I hope we find some sand.",Terese Svoboda,"Arts & Sciences,Theater & Dance"
192,"
                    LISP
                ","
there are more Ss in possession than i remembered /
my name hinges on the S / is serpentine / has sibilance /
is simple / six lettered / a symbol / different from its sign /
sound shapes how we think about objects / the mouth
shapes how sound spills out / how the speaker’s seen /
a sigmatism is the homosexual mystique / my parents
sought treatments / i was sent to a speech / pathologist /
sixth grade / a student / she gave me exercises / i was
schooled / practiced silence / syllabics / syntax / my voice
sap in the high branches / my voice a spoonful of sugared
semen / i licked silk when i spoke / i spilt milk when i sang /
when i sang sick men tore wings from city birds / so
i straightened my sound / into a masculine i / the S
is derived from the semitic letter shin / meaning
my swishiness is hebraic / is inherited / it’s semantic / no
matter what was sacrificed / the tongued isaac / a son
against the stone of my soft palate / still i slipped /
my hand inside my neighbor’s / waistband & pulled back
pincers / sisyphus with the sissiest lips / parseltongued
assassin / sassy & passing for the poisoned sea / now
when i say please / let me suck your cock / i sound
straight / as the still secondhand / on a dead watch.
",sam sax,"Relationships,Gay, Lesbian, Queer,Arts & Sciences,Language & Linguistics,Social Commentaries,Gender & Sexuality"
193,"
                    Prayer for the Mutilated World
                ","
what will be left after the last fidget
spinner’s spun its last spin
after the billboards accrue their thick
layer of grit masking advertisements
for teeth paste & tanqueray gin
after the highways are overtaken
by invasive forests
after the ministers give up their gods
& the rabbis their congregations
for drink
after new men rise to lead us sheep
toward our shearing, to make bed
sheets from our hair
after the high towers have no airplanes
to warn away & instead blink purely
toward heaven like children
with one red eye
after phone lines do nothing
but cut the sky into sheet music
& our phones are just expensive
bricks of metal & glass
after our cloud of photographs collapses
& all memories retreat back
into their privatized skulls
after the water taps gasp out their final
blessing
what then?
when even the local militias run
out of ammunitions
when the blast radii have been
chalked & the missiles do all they were
built to
when us jews have given up our state
for that much older country of walking
& then that even older religion of dirt
when all have succumbed to illness
inside the church of our gutted pharmacies
when the seas eat their cities
when the ground splits like a dress
when the trash continent in the mid-atlantic
at last opens its mouth to spit
what will be left after we’ve left
i dare not consider it
instead dance with me a moment
late in this last extinction
that you are reading this
must be enough
",sam sax,"Religion,The Spiritual,Social Commentaries,History & Politics,War & Conflict"
194,"
                    La Casa del Diavolo
                ","
i
Dear A. — Nailing crockery to the walls
was not something I ever understood,
but Simonetta’s maiolica falls,
like this sideboard, painted wood,
under the enchantment of a freehand look — 
a curling script, a loose grape tendril,
the forms that hecatomb smoke took
purling to a Roman god’s nostril    ...    
Because geranium is crinkled
in the spillage from the wishing well,
now outdated and backfilled,
this whole place evinces the nature
of a souvenir plate. Another tell:
the mosquito flourish in its signature.ii
The rustic bicycle, like a pen
that spent its ink, wrote an invisible sentence
to the ramparts and back, now and again
rolling through the arches of an aqueduct
dowsing with its sixth sense
across the hillsides. Locals tucked
plastic water bottles under spouts
chiseled into lions’ pouts
stationed at intervals, like shrines.
Their cars idled while they stooped,
and on Sundays even formed lines.
They trust this water more, Lorenzo whooped,
than what comes out of their taps?
The sources snake beneath the maps.iii
The little terrier Amore, they warned me,
had eaten the seat belts; so there I was,
my friend, fearing whiplash in the back seat
(no headrest either!), in all respects afloat — 
Simonetta on alert for signs of gallantry,
like the wives of those diminished Casanovas
who dream they’ve merely grown discreet.
And the dissertation she once wrote
on courtesan-poetesses, fancying herself
of that ilk (“Like me!” — a phrase she’d strew
among her compliments) gathers dust on a shelf.
When I think of Boccherini’s metacarpals
interred beneath the soppressata marbles
of the duomo, I think: Casa del Diavolo. Those two.
",Ange Mlinko,"Living,Time & Brevity,Love,Desire,Social Commentaries,History & Politics"
195,"
                    Senhal’s complaint
                ","
Soul, don’t complain, says Senhal,
who means by “soul” a thing like “future,”
possesses without knowing it
not soul, but future,
is little present, Senhal, & less past
when this she shares,
not always willing all,
the pale pearl earth with you
& shelters in her heart
a stunted lemon tree, inviolate,
& shielded by a sour ring of fire,
the kind that keeps a Valkyrie asleep.
Always born too early,
Senhal lights these candles
not to read by, but to watch
the diamonds flower & die
within their hot, blue nuclei,
which seem to flicker
with secret intent
that fails, all told,
to comprehend her.
& arguably, this darkness is, for her, the best
of them, refusal of the soul
she never recognizes
as refusal of the future
which she is
instead of all her otherwises — 
& might she have been — 
conscience-calmed — perhaps — 
or else a bird
of the earthly paradise
in which one barely needs to eat
or else subsists on manna
or some other fragrant zero
denuded of the tang of death
& the numb green shade,
a starry zone,
orthogonal with luminous errata,
in which a lake of ultramarine
has been used with never parsimony
in all the places where blue is required
to smudge a Thule out
of sand & sea & air,
a seeming there
that seeming wants
to hold her in its arms,
in which one could be one
& yes the ripe quicksilver
that the artificer poured
into the throats of statues
to give them voice
had never brought the air alive
with hoarsest cries & muffled pleas
(lutes, lobsters, seas of milk, and ships of amber
did they cry?)
as if nor it nor any thing mercurial had ever learned
to savor love & poison in one mouth?
",Rebecca Ariel Porte,"Love,Break-ups & Vexed Love,Arts & Sciences,Music,Painting & Sculpture"
196,"
                    On World-Making
                ","
To love is to tell the story of the world.     There was
an ocean with a boat     mountains     a meadow     too painful to stare
at directly. Haven’t I been here before? Yes.     No:     not quite here.
“It is not as if,” the philosopher writes, “an I exists
independently over here and then simply loses a you over there.”
In the mist, a man rigs the Suzelle, little red boat.Loved labored for months, learning to tie the right knot. The exact
and only knot that will keep the vessel tethered. She rehearsed
for the worst possible thing. “The attachment to you,” it is written,
“is part of what composes who I am.” I know/knew
those hands, hers. I watched her dust the sourdough with flour
at midnight a moon between her fingers.     Gone
went Loved. But the half-world of her in me
was me.     It was lit by the moon.
",Nomi Stone,"Living,Marriage & Companionship,Separation & Divorce,Love,Break-ups & Vexed Love,Arts & Sciences,Philosophy"
197,"
                    My Husband, Lost in the Wild
                ","
He said he buried
his right eye in South Georgia — 
on a dare, he said,
when he was little, beneath
one green ash of two
that mark the end of a road
whose name he’s
by now forgotten: Lonesome
something, maybe Dog
or Cricket. He said
he couldn’t love me, not
really, not without
his old right eye,
and anyway he’d left
his tongue as a tip
slid under a mug
at a small North Florida diner,
would collect it too
along the way, seeing
as he’d asked the server
to save it, and she had kindly
agreed. Three of his ribs
were further gone — one in Wisconsin,
where he’d planted it like a tree
though he believed even then
nothing would bloom on it.
Another he pawned in Manitoba
for a silver bracelet,
which he wore only
when he was very sad,
and his last rib
he’d been keeping
in a safe deposit box
in a credit union
on the alien Oregon coast
where he’d visit sometimes,
stopping often at vantages
to take in expanses of pines
covered in moss
and something else, like brine,
and the pines were tall,
tall and uncommunicating,
as if they had been designed
only to listen. His ears
he’d left with me,
I told them
everything — words
I had invented for the color
of new moons, city names
I had given to four slender
ant colonies that had since
emerged on the lawn.
I told the ears Come back to me,
but they were unable to
relay these types of things,
and anyway there was nothing
else to do. I took all
my littlest veins
and pitched them
as a woven tightrope
out of the kitchen window
and hooked, with
a makeshift grapple, the cheek
of the visible moon, which
carried me away, and I was sorry
to have wounded it like that
and I was sorry to be carried
by what I had wounded.
",Jayme Ringleb,"Living,The Body,Love,Break-ups & Vexed Love,Heartache & Loss"
198,"
                    Time
                ","
Why is it eternity lasts a moment
a moment eternity?
Are you quiet enough to hear horned owls
at dawn?
I hear voices rustle in the leaves
after they are gone.
New mice burst into life.   Small raccoons
bear tiny chains around their wrists.
",John Wieners,"Living,Time & Brevity,Nature,Animals"
199,"
                    The Owl
                ","
1
No one knows where I’m going,
not even me. Although that owl
I heard outside last night might
lead me to the terrain and call out
the custodians so they can
surround and welcome me, or
do whatever they want to do. I won’t
speak, won’t say my name even if
they try to coerce me, or play
unearthly music, such as sailors
hear far out on the Atlantic, in fog
so thick they venture to climb it
to reach clear sky. Some do and speak
of large blue birds that glide there
silently as ghosts, but those men
return too damaged to speak much
or stay above ground very long.
The owl could tell more, if he wanted,
but he won’t. And not only that,
he’s decided he will never be seen.2
I’m happy to honor that, but I’d like
to know what kind of owl he is.
I mean, is he blue, or is he striped
so he can blend with the forest?
Is he tall and white, from the Arctic,
or a pygmy, from further south?
Is he long-eared or spectacled? I want
to hear again the noise he made,
was it a screech, or a staccato huhuhu
followed by a deep-drawn whoo,
or did it sound like wood being sawn?
I am ashamed I paid it no attention.
I did not know then he was a messenger,
albeit a taciturn one. How does he know
me, and why is he so interested? Once
a parrot took stock of me, learnt to speak
my name in exactly the tones I said it in,
mimicked it endlessly and so loudly
that I ran from my laughing friend’s house
with my shrill-voiced name hurling after me.3
Where does the owl go during the day?
How can he know I’ll still be here
when he surfaces? I do take trains — 
I go north sometimes, pulled by my past.
I fly to places. Will he know all this
and follow me everywhere? When can I
expect his sounds to morph into spoken
words that I understand and act on,
if I agree with him? But if I decide
to stay put, never leave the bedroom,
will he get fed up standing there
and row away through the night air,
hooting a farewell? I don’t think so,
no, this fellow is here for the duration
of my stay on this enormous ball
and could tell right now how long that
will be, and what messy adventures
are still ahead of me, but his trick is
to keep as schtum on such stuff as
the wooden owl on my bedside table.4
I’ve heard stories about owls, how they
appear from nowhere at the edge of things
to sit watching, usually staying silent,
but sometimes uttering a few words in
their night language we don’t understand.
That’s my fellow, although I don’t know him.
Should I leave the house and hold my
right arm out for him to land on and turn
his big eyes on me? As if he’d be so compliant.
Or should I try to forget him, pretend
he’s not there in the dark, like a tree
I hadn’t noticed growing? Oh, at least
I should stop mentioning him here, but what
else can I write about? Not the journey
I’m taking that I know nothing of, not yet,
and when I do I mightn’t feel like writing.
I think the solution might be to buy
a T-shirt with an owl printed on it,
a blue owl, on a yellow shirt, and write
about that small fellow to begin with.5
What I want to learn is this: do owls
ever venture inside, to stand on a corner-
table, cock their heads to one side,
and take in completely what’s going on?
There are mice here that may be welcome,
but I know my owl would be suspicious.
He’d assume I want him inside to see
what he looks like, to make friends with him,
so he’ll be kind to me. I could promise
to wear a blindfold and say nothing,
act like I don’t know he’s there, but I will
know and that’s enough. I think I hear
his thoughts and I’m sure he hears mine.
I feel his big eyes on me all the time.
Maybe I should start carrying the wooden
owl around with me, and practice owl noises.
When is he going to tell me what he has to?
I’m not asking for a map, but I’d like to know
where I’m headed, if not where I’ll end up.
And I’d like to know it as soon as I can.6
When I say I hear his thoughts, I hear some,
not the important ones. And here’s one
of mine — if he ventured inside this house
he’d see something that might intrigue him,
a hand-knitted toilet roll cover, in rings of
purple, red, and white. Like an unknown planet
hanging in the sky. I’d let him have it, take it
back to his nest, or his hollow tree trunk, or his
half-sunken boat. I know he’ll assume this
is another example of special pleading,
and I accept that. Would I do better to ignore
him, let him stay out there, like a pinecone
that remains unobserved? I saw my doctor
yesterday, he spoke of the deterioration,
and I felt the owl was hiding in a cupboard,
agreeing with every word. After that I went
to my sister’s grave and the owl flew back
to wherever he’s been ordered to lurk
while observing me. Maybe I should feel
privileged to have his full-time attention.7
This morning I captured a beetle climbing
the parsley. I put him in an empty matchbox,
wondering what the owl thought of this.
Would it impact what might be unfolding?
I doubted this. I slipped on some spidery jazz
that I knew would annoy the owl. He needed
to be in control. I ground coffee beans
and made espresso. The aroma wafted through
the house. I freed the beetle to explore
the table, and when it wandered off the edge
I let it. I’m sure it survived, but I’m not bothered,
just as I know the owl doesn’t care about me.
We are thrown together, all of us, by winds
that come here from far-off worlds. I sipped
my coffee, humming the tune spun through
the jazz, and I felt quite well for the first time
in weeks, even months. Was the owl watching — 
had he been in contact with the beetle?
And what was their collective verdict on me?
Did it add up to more negative evidence?8
OK, I’m blanking him. I watched a crow today,
really admired how he operated, looking
after the young ones, his partner, none of
this spying on others. I’ve decided I don’t like
owls, their self-absorption, or their nosiness
about people. I know which I’d rather be.
And I don’t have to deal with a crow stalking me.
The owl would laugh about these thoughts.
He’s been given the task of waiting to release,
when he can, exactly what I need to know
or what he can reveal. I admit he’s not easy
but, shit, he’s the dumb card I’ve been dealt
and I have to pretend I like him. Can I ask him
about the Oxford and Cambridge rowers,
or about the hairdressers the Louisianians use,
or the tiger cubs that Texans keep as pets?
The owl would make minced meat of them all.
I wish he would hoot another noise to me.
I might even acknowledge his importance,
given my situation, but I won’t reveal anything.9
I felt the presence of the owl last night.
He was in the room with me. Not literally — 
he appeared in a dream, where a blue van
struggled up an icy road before sliding back
in a horrible, wriggling way, to what felt
like an end. I’m not sure how it seemed so.
And I can’t say where the owl was in this
little film, except he was definitely there.
This morning I came down the stairs,
expecting some sign from him. I found
a few brown feathers on a white plate
on the kitchen table. OK, then, he must be
a brown owl, but why donate some feathers,
and what did these denote? I made coffee,
then put on a CD of Anouar Brahem’s oud
that seemed to suit the moment. And I
decided it was the time to poach two eggs
to serve on top of two slices of rye bread
while I primed the espresso machine again
and asked myself what the owl was saying.10
Those feathers were gone from the plate
when I went back for them this evening,
so I wondered if maybe I’d imagined them,
or if they’d fluttered up from the eggs
before I’d poached them. That doubt was
caused by the owl, I was sure — I’d made him
careless, and he was recovering his poise,
his control. And I was back in the place
where I knew nothing, where he liked me to be.
I opened the door and stood there, listening,
but no owl sound came. Then a bat just barely
avoided my head, and glided toward the moon.
I stood watching this leathery fellow, then
closed the door, and opened some wine.
How much did the owl control? Would I
be attacked by a rat tonight while I slept,
not savagely, but enough to terrify me?
Or would cockroaches swarm on my duvet,
clicking enough to wake me? The idea being
that these would render me so punch-drunk
I’d welcome whatever the owl had to say.11
I spent the morning drawing owl after owl
on bits of paper, and after I’d got somewhere
near a proper depiction, I found a black marker
and reproduced it on an A2 drawing page
which I Pritt Sticked onto the gable wall, then
I dug out my old black bow and four arrows
and unleashed these into the body of the owl.
I knew I was being provocative, maybe even
launching an act of war, but I could take no
more, and couldn’t see what I had to lose.
The owl clearly was unmoved by this, so I
repeated the desecration four times over
till the drawn owl looked machine-gunned,
whereupon I flung the bow down on the grass
and went in to pour a large glass of  Talisker
for the first time in months, if not years.
It still tasted good. I slipped on Kind of Blue,
which always chilled me, and lay on the sofa
with my shoes kicked off, and the curtains
wide open. I thought, let the owl do his worst.12
When the dark came, I lurked in the kitchen,
bow in hand, arrows in the quiver that hung
from my left shoulder, like the Robin Hood
I wanted to play in the school pantomime — 
I got Little John instead! I kept looking out at
the dark garden, wondering if I should be there,
waiting to fire arrows at any sound or movement.
Why did I want to kill the owl? He hadn’t given
me the news I dreaded, but he’d stayed silent.
That was more than I could bear. I poured a
glass of Malbec and put on a CD of Baltic jazz.
Did he think I could wait forever, as if I were
a rock? I sliced some cheddar and a heel of bread,
opened the back door and went out. The moon
turned its big eye onto me, and I saw it wobble.
The stars hummed along. Where am I going?
I shouted at all of them. There was no response.
Then far off, I heard a faint huhuhu followed by
a whoo. You cowardly bastard! I roared, and
sprayed the arrows all over the blackened world.
",Matthew Sweeney,"Living,Death,Time & Brevity,Nature,Animals,Religion,The Spiritual"
200,"
                    Sketch of My Sister’s Visit Last Night
                ","
So déjame
contarte
un cuento, una historia
es que
lluvia    rain       agh       what’s the word                     tey tey
at?                       eltiw? Ateltiw?
Last night, Atelti came after class. Siempre sabes when she’s here because you hear hail on the
windows, the flapping of the leaves, las hojas, ne iswat AND ne kwajkwawit, los árboles, trees
I figure I guess it shouldn’t be a surprise that she visited
seeing how dark I was, un ichan of  negro, of  zájtik.
And zájtik isn’t bad. Sometimes it brings rainbows, arco irises, kusamalut
Atelti told me something she heard in El Salvador, algo de mis abuelos y abuelas, both alive and dead
              Ne muyut shipanu sempa pal ne kali pal ne takamet, siwatket,
              Ajkawat ne neshti ka ne ejekat tik ne weytepet, ne tiupan,
              Ne ilwikat, ken titajtani — tzalan ne ashal, ne apan, ne ujti
              The fly enters every house of man, woman
              leaving ashes to wind for the volcano, church
              Sky, how do you ask — in between sand, river, road
So what does it mean? Where’s the answer at the end? The moral?
The hail rattling outside: clattaraka araka araka araka araka — cla ttaraka taraka taraka taraka taraka
taraka ka ka ka kuh kuh
and me without my raincoat.
“Don’t be outside by the time I leave,” I said.
“Y qué,” she said as more hail hit the windows, a few pellets falling onto the carpet inside.
And it continued.
And she added some rain a bit after.
When it was time to leave
I stepped outside
it still rained
and was offered an umbrella to the car
which I refused.
Mi hermana, Atelti, was there to stay. So I thought, “Get   wet.
If  you’re so desperate
Talk
Dígame”
And she rained
                                                                                   And vapor seeped out from my buttons
",Nestor Gomez,"Relationships,Family & Ancestors,Nature,Weather,Arts & Sciences,Language & Linguistics"
